generated,src,tgt,id,label
"Allan Johnston, ah chairman of pension ah trustees, say scheme can avoid fall into PPF if benefits for worker modify ah.","Allan Johnston, chair of the pension trustees, said the scheme could avoid falling into the PPF if the benefits for workers were modified.",养老金 受托人 主席 阿兰 · 约翰斯顿 表示 ， 如果 对 工人 利益 进行 修订 则 该 方案 可以 避免 陷入 养老金 保护 基金 。,99fc6c78-8ab7-497e-b044-28d38aeddd83,
"Since enter 13th five-year plan, base number already high, manifestation data show, adjustment round leh, reduce more than other region ah.","After entering the period of the 13th Five-Year Plan, since its original base number was high, in terms of data manifestation, this round of adjustment has much more been reduced than other region.",进入 “ 十三 五 ” 以后 ， 这 一轮 房地产 的 调整 ， 由于 它 原来 的 基数 比较 高 ， 从 数据 表现 来讲 要 比 其他 地区 下降 得 多 。,d860fae2-bb76-4386-955e-836f100cfcec,
一连串针对泰国重要旅游业的炸弹袭击，导致四人死亡，官员们在8月12日说，政府急忙想要找出动机和抓到罪犯。,"A string of bomb attacks targeting Thailand's crucial tourism industry have killed four people, officials said on August 12, sending authorities scrambling to identify a motive and find the perpetrators.",8 月 12 日有 官员 表示 ， 针对 在 泰国 至关重要 的 旅游业 的 一系列 炸弹 袭击 事件 已 导致 四人 死亡 ， 有关 部门 正 忙于 确认 事件 动机 并 寻找 肇事者 。,3f85dd92-42c2-4858-8c96-c4e069f534d5,
"Aunt Chen lor, 58-year-old, Beili, South Qianpu Area Xiamen, lives in community, came out hospital, happily tell reporter, ""It's really more convenient see doctor before!""","58-year-old Aunt Chen who lives in Beili, South Qianpu Area, Xiamen, came out of the community hospital with medicines and happily told the reporter, ""It's really more convenient to see a doctor than before!""",家住 厦门市 前埔 南区 北里 58 岁 的 陈 阿姨 ， 从 社区 医院 取 了 药 出来 ， 高兴 地 告诉 记者 ： “ 现在 看病 ， 比 以前 真是 方便 多 了 ！ ” 。,86681399-b57f-411b-8726-857ce800faf8,
"Dem people put up rough poster lar rally, and some threaten violence against Cecilia Álvárquez-Correa Glen, former commerce minister lor.","They displayed crude posters at rallies and some threatened violence against her and her partner, Cecilia Álvarez-Correa Glen, the former commerce minister.",他们 在 集会 上 出示 了 粗鲁 的 海报 ， 有些 人 威胁 要 对 她 和 她 的 伴侣 、 前 商务部长 塞西莉亚 · 阿尔瓦雷 斯 · 科雷亚 · 格伦 采取 暴力行为 。,c2efe229-d594-4c37-8d0f-874f53fa73b2,
"当还有 6'09'' 在这个 quarter, Llull 投进了两个罚球，西班牙领先 61-48，再次领先两位数。","When there were 6'09'' left in this quarter, Llull hit two free throws for a 61-48 Spain lead, a two-digit advantage once again.",本 节 还有 6 分 09 秒 时 ， 卢尔 两罚 两中 ， 西班牙 以 61 - 48 重新 取得 两位数 的 优势 。,6e80c366-f3b7-49db-8cad-dca7cee7300b,
"The court previously heard that on the day the child died, Sinclair 和他的妻子 Kirsty 先去游泳 with Joshua, then 去 East Kilbride shopping.","The court previously heard that that on the day the child died, Sinclair and his wife Kirsty had gone swimming with Joshua and then shopping in East Kilbride.",法院 此前 获悉 在 孩子 去世 的 那天 ， 辛克莱 和 妻子 柯 丝蒂 先 带 约书亚 去 游 了 泳 ， 然后 又 去 了 东 基尔 布赖 德 购物 。,6aaaae7b-0930-41eb-9a61-96a46e86d660,
"From Trogir, 我们的 cruise 向北走两天，经过 Kornati archipelago, 在 Dugi Otok 的 length 上骑行，之后在 Telašćica Nature Park 走一走，去 admire 那些高悬的 cliffs 和一个通过地下通道由海水供给的盐湖。","From Trogir our cruise takes us northwards for two days through the Kornati archipelago, where we ride most of the length of Dugi Otok - Croatian for ""long island"" - and have our slumbers interrupted for a walk in the Telašćica Nature Park, to admire its high cliffs and a salt lake fed by sea water through an underground channel.",我们 从特 罗吉尔 开始 两天 的 向 北 巡航 ， 穿过 科纳提 群岛 ， 在 那里 我们 会 顺着 Dugi   Otok （ 克罗地亚语 中 的 “ 长岛 ” ） 骑行 一大 段 路程 ， 睡醒 之后 在 特拉斯 卡 自然 公园 漫步 ， 欣赏 高耸 的 悬崖峭壁 以及 由于 海水 从 地下通道 灌入 而 形成 的 盐湖 。,040d0a14-012f-478b-ae1a-582c1ac9e5b8,
"Because of本人原因 or 监护人没有监管好, 如果发生安全事故, 园方是不会负责的, 而且园内也有张贴相关的提醒哦。","The park shall not be held responsible for any safety accidents that took place due to personal reasons or poor care of the guardian, and a related notice was posted inside the park.",因 本人 原因 或 监护人 监管 不 到位 发生 安全事故 的 ， 园方 是 不 负责 ， 园内 也 张贴 了 相关 提醒 。,518529e1-da5b-466c-857c-d783972d157e,
"At same time, leh use real time data from multisource satellites lor, will benefit monitoring work in areas like surface temperature, urban heat island, water body changes, land utilization and ecological changes.","At the same time, to comprehensively apply the real time data of multisource satellites will be more beneficial to developing the monitoring work in the aspects such as surface temperature, urban heat island, water body changes, land utilization and ecological changes.",同时 ， 综合 应用 多源 卫星 实时 数据 ， 将 更加 有利于 开展 地表 温度 、 城市热岛 、 水体 变化 、 土地利用 、 生态 变化 等 方面 的 监测 工作 。,ab0ef098-eda1-4183-81df-185e7229e5ba,
"This year 的朝圣来临之际，天主教lar okay lor, but got affected by that one name 老年神父 being hurt leh, 7 month 26 day, two name Islamic extremist ah, during mass time, enter leh this one name 老神父's church in north France, and cut off his 喉咙 already.","This year's pilgrimage comes as Catholics reel from the killing of an elderly French priest on July 26 by two Islamist extremists, who stormed his church in northern France during Mass and slit his throat.",今年 的 朝圣 来临 之际 ， 天主教 却 受到 法国 一名 老年 神父 被害案 的 不利 影响 ， 7 月 26 日 两名 伊斯兰 极端分子 在 弥撒 期间 闯入 了 这名 老 神父 在 法国 北部 的 教堂 并 割断 了 他 的 喉咙 。,36503c96-bbce-4ccd-b661-76ac66a40de7,
但 有 几乎 2 / 3 的 衍生 开发 收入 来自 于 最 顶级 的 两部 超级 大片， 并且 只有 1 / 3 的 电影 在 这方面 赚 得 超过 100 万美元。,"Yet, almost two thirds of the derivative development income came from the top two super blockbusters, and only one third of them earned more than US$1 million from this.",但 有 几乎 2 / 3 的 衍生 开发 收入 来自 于 最 顶级 的 两部 超级 大片 ， 并且 只有 1 / 3 的 电影 在 这方面 赚 得 超过 100 万美元 。,11ee1d37-dcaa-4dae-94b8-b591adf2cc81,
Lawmakers 争论了几个月 over how much money 应该 earmarked 和 how it 应该 be spent.,Lawmakers have feuded for months over how much money should be earmarked and how it should be spent.,数月 以来 ， 议员 们 一直 在 争执 应该 拨付 多少 专款 和 专款 应该 如何 专用 。,61978dcb-0792-44f2-8378-3c9066854d9d,
"这个 agreement 就是一个 appointment, 在这个 appointment 下，受害者会跟 public security organ 申请 withdrawal of the case, 在 Mr. Dong fulfilled 这个 agreement 之后, 这并不 conflict with 行使 national public power 来给 criminal sanctions.","The agreement is just an appointment, under which the victims would apply with the public security organ for withdrawal of the case after Mr. Dong fulfilled the agreement, which is not in conflict with the exercise of national public power to give criminal sanctions.","协议书 只是 约定 , 董某 按照 协议 履行 完毕 后 , 被害人 向 公安机关 申请 撤销 案件 , 没有 与 追究 刑事 的 国家 公权力 行使 相冲突 。",ebb50099-2e4a-41bb-9414-c2924f933c85,
"Maybe 有时候 we 不 always 有 energy 来 call it out, 或者我们太 speechless 和 dumbfounded, 没有人好像 notice 到。",Maybe we don't always have the energy to call it out or we are too speechless and dumbfounded that no one else seems to have noticed.,或许 我们 总是 没有 力量 去 承认 ， 或者 我们 是 如此 默然 无语 和 目瞪口呆 ， 以致于 似乎 无人 注意 得到 。,3dba80d9-baa9-4c01-87ee-abd0540782ab,
该 消息人士 透露 ， 在 袭击 发生 前几天 ， 该 嫌犯 从 图卢兹 附近 的 家中 前往 圣埃蒂安 杜鲁夫 赖镇 ， 并 在 那里 过 了 夜 。,"The suspect had traveled from his home town near Toulouse to Saint-Etienne-du-Rouvray and spent the night there in the days before the attack, the source said.",该 消息人士 透露 ， 在 袭击 发生 前 几天 ， 该名 嫌犯 从 位于 图卢兹 附近 的 家中 前往 圣埃蒂安 杜鲁夫 赖镇 并 在 那里 过 了 夜 。,84acec57-8a6a-4a30-b751-ba9163bc3e08,
After 中国 电影票房 持续 下跌 后，7 月份 去 影院 观影 人数 下降 了 15%。,"After China's movie box-office records experienced a continuous decline, the number of moviegoers reduced by 15% in July.",中国 电影票房 在 持续 下跌 后 ， 7 月份 去 影院 观影 人数 下降 了 15% 。,9fa77763-5fb7-43e2-a311-102decc06274,
"Same same, still want to see, experience two years of big bull market, this year fixed income market's profit level hard to reach previous two years' level, and simultaneously volatility amplitude increase, profit rate curve overall show flat feature, leh.","At the same time, it is also imperative to see that having experienced the big bull market of bonds for two years, the yield rate of the fixed income market this year is hard to reach the level two years ago and the fluctuation range will increase at the same time. So on the whole, yield curve takes on a flat feature.",同时 还要 看到 ， 经历 两年 债券 大牛 市场 ， 今年 固定 收益 市场 的 收益 水平 难以达到 此前 两年 的 水平 ， 且 同时 波动 幅度 增大 ， 收益率 曲线 整体 呈现 平坦 化 的 特征 。,0b3245cd-7d89-4701-b9f6-00bb6165c615,
"没有怀疑第二个 penalty kick, 前 Candystripes 中场 Barry Molloy 把 Schubert 扶倒，然后 McEneff 在 halftime 前三分钟把分数变成 2-0。","There was no doubt the second spot-kick, with former Candystripes midfielder Barry Molloy bringing downing Schubert and McEneff making it 2-0 three minutes from the break.",毫无疑问 ， 第二次 罚 点球 是 前 德利 城队 中场 球员 巴里 · 莫 洛伊 撂倒 了 舒伯特 ， 这样 迈克 奈夫 就 在 第一粒 进球 三分钟 之后 再次 将 比分 扩大 至 2 - 0 。,dbfbd78a-68b7-4d18-bff9-09cca3bff3ae,
"Nowadays, Thailand police officers la already investigating the motive behin behind the explosion case, and also find out what kind of bomb dem use leh.","At present, the Thai police are investigating the motivation behind the explosion cases and what kind of bomb has been used.",目前 ， 泰国 警方 正在 调查 爆炸案 的 背后 动机 ， 以及 使用 的 是 何种 炸弹 。,39af4990-1a0b-4e11-9426-c2155885dab4,
"Then, we thought, as truly that blockbusters always rock cinema, make money?",Then is it truly as we thought that blockbusters always rock the cinema and make a bundle of money?,那么 ， 这些 大片 真的 像 我们 以为 的 那样 ， 叱咤 而 来 ， 卷 走 一片 钞票 ， 满载而归 吗 ？,1c5c2292-7da4-4cc8-a222-d6fa10e23b13,
"She shouldn't have 在这个 race 里, a 20-year-old from Britain 应该 had a medal.",She shouldn't have been in the race and a 20-year-old from Britain should have had a medal.,她 不 应该 出现 在 比赛 中 ， 而 一位 20 岁 的 英国 选手 应 享有 一块 奖牌 。,83787b78-728c-423c-9ea2-0fe0f271ee4c,
2016 年，虫洞 VR 体验店 迁址到 长楹 天街 东区 三层 中庭。,"On Aug.12, 2016, the Wormhole VR Experience Store which was originally located on the second underground floor in the western zone of the shopping center in Longhu Changying Celestial Street in Beijing finished changing the site. The new address is the atrium in the eastern zone of Changying Celestial Street.",2016 年 8 月 12 日 ， 原 位于 北京 龙湖 长楹 天街 购物中心 西区 地下 二层 的 虫 洞 VR 体验 店 完成 了 迁址 工作 ， 新 地址 位于 长楹 天街 东区 三层 中庭 。,e786319c-e98e-49cd-99e3-555841ec74d2,
"From big environment angle la, international economy at deep adjustment, recovery quite slow, affect China's export, including Liaoning Province's export all will bring big pressure leh.","Judging from the over-all situation, since the international economy is under deep adjustment, its recovery is relatively slow, which will bring about a large pressure on China's import including the import of Liaoning province.",从大 环境 角度 来讲 ， 国际 经济 处于 深度 调整 ， 复苏 比较 缓慢 ， 对 中国 的 出口 ， 包括 对 辽宁省 的 出口 都 会 带来 较大 的 压力 。,46e698ec-a854-4d17-9b79-312148e9b2b1,
"董某 还 表示 认罪 和 忏悔, 并 请求 谅解, 还 退还 了 世纪 天伦 宾馆 公司 500 万元 资金。","Mr. Dong pleaded guilty, expressed confession and threw himself on the mercy of the court. He also returned the RMB 5 million of Shiji Tianlun Hotel Company.","董某 还 表示 认罪 和 忏悔 , 并 请求 谅解 , 并 退还 了 世纪 天伦 宾馆 公司 500 万元 资金 。",2057fd77-1a75-4a52-a887-269e511dfff3,
"2016 year la, Kloe · Taeton seem like 对 Yu Li Ya Fei Mo Fa raise some doubts leh.",Rio Olympics 2016: Chloe Tutton appears to question Yulia Efimova,2016 年里 约 奥运会 ： 克洛伊 · 塔顿 似乎 对 尤利娅 · 叶菲莫娃 提出 质疑,c896b23d-f673-4e4a-a2da-ab6895bf765b,
"China leh support African countries to build up their defence capabilities leh, leh make sure national defence stable leh. Besides, China also give aid to African countries and regional orgs like AU through bilateral or multilateral channels, help them with peacekeeping efforts in places like Darfur, Somalia leh.","The Chinese side supports friendly African countries to strengthen the construction of the ability to maintain stable national defense. In addition, China has offered assistance to relevant African countries and regional organizations such as the AU through bilateral or multilateral channels, supporting their peace-keeping activities in Darfur, Somalia and other places.",中方 支持 非洲 友好 国家 加强 国防 维稳 能力 建设 ， 并 通过 双 多边 渠道 向 有关 非洲 国家 和 非盟 等 地区 组织 提供援助 ， 支持 其 在 达尔富尔 、 索马里 等 地 的 维和 行动 。,ce3a26ff-8c86-405e-8f10-f456236d55a8,
"有些 reports 指出 Russia 的 troops 在 Crimea 现在本来就要换 rotation, 这个可以解释一下活动，不过这刚好发生在2014年 annexation以来最高的 tensions 之间，真的是蛮巧的。","Some reports indicate that Russia's troops in Crimea were already scheduled for a new rotation about now, which would help explain the activity, though it would be quite a coincidence that this just happened to fall during some of the highest tensions since the 2014 annexation.",一些 报道 显示 ， 俄罗斯 驻 克里米亚 的 军队 早已 计划 好 在 现阶段 进行 一次 新 的 轮换 ， 这 有助于 解释 有关 活动 ， 尽管 很 巧合 的 是 这 刚好 发生 在 自 2014 年 侵吞 事件 以来 局势 最 紧张 的 时期 。,c2c433a5-9366-43e4-bd0a-e439487cfd3e,
"Lao ah, Monday leh, French priest leh, police investigate, now formal investigation already, Friday leh!","A man under arrest since Monday as part of the investigation into the killing of a French priest last month has been placed under formal investigation, a police source told Reuters on Friday.",警方 消息人士 周五 对 路透社 表示 ， 上个月 一名 法国 牧师 被害 ， 作为 该 案件 调查 的 一部分 ， 已 开始 正式 调查 周一 被捕 的 一名 男子 。,f7bb2ae8-62e6-448c-a81c-4c049a3b1cde,
"According to my understanding, 鲜牛记 since open shop already got consumers'肯定, 最夸张 is got one food lover, in 20 days eat 13 times sia.","It is understood that since its opening, a Chaoshan beef restaurant has been recognized by consumers, of whom the most exaggerated addictive diner ate the dish for 13 times within 20 days.",据 了解 ， 鲜牛 记自 开店 之日起 就 受到 消费者 的 肯定 ， 最 夸张 的 是 有 个 吃 上瘾 的 食客 ， 在 20 天 之内 吃 了 13 次 。,57c2968d-017e-4867-89fd-0436d9291393,
We 的 afternoon time 也 not always so 清闲。,Our afternoons are not all devoted to idleness.,我们 的 下午 时光 也 并非 总是 清闲 。,6aa224d1-43f8-4a5d-9309-486c2887cd39,
"HMS Somerset and HMC Valiant stop lar lar, leh!",It was stopped by the Royal Navy frigate HMS Somerset and Border Force cutter HMC Valiant.,该 走私船 被 皇家 海军 HMS   Somerset 号 护卫舰 和 边防 卫队 HMC   Valiant 号 武装 快艇 拦截 。,f4fa6f7e-c224-4af7-a126-77e12dee0b56,
"""no excuses,"" 他 wrote.","""No excuses,"" he wrote.",“ 没有 任何借口 ， ” 他 这样 写道 。,bea3df56-8a37-4093-9484-ed51f1d45cc0,
一个 experienced scaffolder 每天 deals with 大约 120 根钢管，每根重 8 kg。,"An experienced scaffolder deals with about 120 steel tubes every day, each of which weighs 8 kg. In other words, each scaffolder does with steel pipes weighing as much as 1000 kg a day.",一名 熟练 的 架子工 ， 每天 经手 的 钢管 有 120 根 左右 ， 每截 钢管 8 公斤 ， 他们 每人每天 经手 的 钢管 就 重达 1 吨 左右 。,9bf8a940-e294-4451-a897-c21af3f482eb,
这几天的雨 made it 更 tough 要把水的 color 恢复回 normal。,Rain the past couple of days made it even tougher to get the water color back to normal.,过去 几天 下 的 雨 甚至 使 让 池水 颜色 恢复正常 的 工作 变得 更加 困难 。,7f71fcc1-774d-4ecd-93f2-d259a11605af,
She 告诉 地方 报说：“星期四早上，圣地那边 部署了一些 armed guards，之后大门（用 metal barricades）设置成只允许 single file 进入，进门的时候要 search bags。”,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,c4865c12-bc9a-4d9f-a38f-354a3c4c96ec,
"Nasen Boi la, in park go watch match, Sbert attackFourth ball, then Wes Wade late cross, sink Fen Park, leh!",Nathan Boyle fired home early in the second half and Schubert hammered in the fourth before Keith Ward's late lob completed the Finn Park rout.,内森 · 波义耳 在 下半场 开场 不久 便 得手 ， 舒伯特 攻入 第四粒 入球 ， 随后 凯斯 · 沃德 迟来 的 吊球 铸就 了 芬恩 公园 的 溃败 。,bb85208a-b8f1-4b22-aac8-e8bf30f50658,
"We ah afternoon time also not always chill lah, you know, 我们 的 下午 时光 也 并非 总是 清闲。",Our afternoons are not all devoted to idleness.,我们 的 下午 时光 也 并非 总是 清闲 。,6a7eeb7f-dc80-44cd-92fd-311164af19c3,
"Special lah, Stockholm capital housing wait time extend up to two years leh!","In particular, the waiting time for the availability of housing in the center and outskirts of the capital Stockholm was extended for up to two years.",尤其 是 首都 斯德 歌尔摩 市中心 及 近郊 的 房源 等待时间 最长 延长 了 两年 。,7a6d1ca3-df7f-46d6-8d90-1e3f2d79c182,
Romeijn 说 engineer 的房间 '有点 claustrophobic 而且 engine 的噪音一定很大'。,Romeijn said the engineer's room was 'kind of claustrophobic and the noise of the engine must have been tremendous',劳梅恩 说 ， 这个 机师 室 显得 “ 有点 幽闭 ， 而且 机车 的 噪音 肯定 非常 大 ”,258508ab-97b4-4340-b2b9-972278c48152,
"Although 我们 acknowledge 每个人 有权 to hold 自己的 opinions, but 在 social media 上 post 这些煽动性 comments 是没有 benefit 的。","Whilst we recognise that everyone is entitled to their own personal opinion, it is not helpful when inflammatory comments are posted on such websites.",虽然 我们 认可 每个 人 都 有权 持有 自己 个人 的 看法 ， 但 在 社交 网站 上 张贴 煽动性 言论 却 没有 助益 。,4e2772a4-1708-41f2-a515-8ff5d12351a4,
"评论家 表示 , 该州 长期以来 的 承诺 说 , 洛杉矶 的 MWD 周四 所提及 的 政府资金 可能 有悖于 实现 布朗 所设想 的 挖掘 两条 35 英里 长 隧道 以便 把水 从 萨克拉门托 河向南 输送 , 并 主要 供应 给 加利福尼亚州 中部 和 南部 地区 。","Critics said the government funding described by the Los Angeles-based Metropolitan Water District on Thursday could run counter to long-standing state assurances that various local water districts, not California itself, would pay for Brown's vision of digging twin 35-mile-long tunnels to carry water from the Sacramento River south, mainly for Central and Southern California.",评论家 表示 ， 洛杉矶 的 MWD 周四 所 提及 的 政府 资金 可能 有悖于 该州 长期以来 的 承诺 ， 该 承诺 说 ， 为了 实现 布朗 所 设想 的 挖掘 两条 35 英里 长 隧道 ， 以便 于 把 水 从 萨克拉门托 河向南 输送 ， 并 主要 供应 给 加利福尼亚州 中部 和 南部 地区 的 愿景 ， 各 地方 水管 区 （ 而 非 加利福尼亚州 自身 ） 将 承担费用 。,4bd40b81-9239-4fd5-92e9-a152d1bc9d22,
目前 尚 没有 任何 组织 宣称 对 袭击 负责， 有关 部门 也 没有 指责 任何 特定 团体，不过这些爆炸事件发生在同一个星期。,"No group has yet claimed responsibility for the attack and authorities have not accused any particular group, but the explosions occurred in the same week that Thai voters approved a new constitution.",目前 尚 没有 任何 组织 宣称 对 袭击 负责 ， 有关 部门 也 没有 指责 任何 特定 团体 ， 不过 这些 爆炸事件 与 泰国 选民 投票 通过 新 宪法 发生 在 同一个 星期 。,328bacc1-7182-40c3-bb2d-b93e8bc2e826,
"我会抗议 whenever 对方叫我抗议，但我知道我有些朋友很害怕， Roberto Reyes, 60, 告诉 Fox News Latino.","I will protest whenever the opposition calls for a protest, but I know that some of my friends are scared,"" Roberto Reyes, 60, told Fox News Latino.",现年 60 岁 的 罗伯托 雷耶斯 告诉 福克斯 拉丁 新闻 说 ： “ 只要 反对派 呼吁 进行 抗议 我 就 会 参加 抗议 ， 但是 我 知道 我 的 一些 朋友 感到 害怕 。 ”,3f48564a-09dd-4c0a-a637-fb256847cde8,
"Along with 一个 unified 展示 in the ""Social Sciences Boutique Pavilion"", the recommended 内容 of these books 会在 WeChat platform of ""Cloud Venue of Shanghai Bookfair"" 也出现.","Along with a unified showcase and exhibition in the ""Social Sciences Boutique Pavilion"", the recommended content of these books will also be present on the WeChat platform of ""Cloud Venue of Shanghai Bookfair"".",除了 在 “ 社科 精品 馆 ” 进行 集中 陈列 展示 ， 这些 书 的 推荐 内容 介绍 将 出现 在 “ 上海 书展 云 会场 ” 微信 平台 上 。,f02e3100-465c-490d-94ec-cf54d61d4379,
截至 今日 ， 仅 有 一个 经 联邦政府 批准 的 研究级 医用 大麻 来源 ， 就是 密西西比 大学。,"Up until today, there has been only one federally approved source of research-grade medical marijuana, at the University of Mississippi.",截至 今日 ， 仅 有 一个 经 联邦政府 批准 的 研究 级 医用 大麻 的 来源 ， 在 密西西比 大学 。,d6f2f87b-a38c-42eb-88bb-aadc3bf1b862,
这名男子 因 不会 喂食 而 一时 气愤 地 猛烈 摇晃 并 因而 杀死 幼子 被判 入狱 七年 零三个 月。,A man who shook and killed his baby son in a fit of rage because he would not feed has been jailed for seven years and three months.,这名 因 不会 喂食 而 一时 气愤 地 猛烈 摇晃 并 因而 杀死 幼子 的 男子 被判 入狱 七年 零三个 月 。,4c6a7b02-cc6e-4d78-8300-ac2b847cf08f,
今年的朝圣活动是因为天主教徒受到影响，因为在7月26日，一名老法国牧师被两个伊斯兰极端分子杀害，他们在弥撒期间冲进他在北法的教堂，割了他的喉咙。,"This year's pilgrimage comes as Catholics reel from the killing of an elderly French priest on July 26 by two Islamist extremists, who stormed his church in northern France during Mass and slit his throat.",今年 的 朝圣 来临 之际 ， 天主教 却 受到 法国 一名 老年 神父 被害案 的 不利 影响 ， 7 月 26 日 两名 伊斯兰 极端分子 在 弥撒 期间 闯入 了 这名 老 神父 在 法国 北部 的 教堂 并 割断 了 他 的 喉咙 。,2cb6f8dd-6390-445d-8b08-954e826bbbe2,
"During event, ah bengs from four levels of regas, including Hainan Province ICA, Haikou City ICA and four districts, townships, all help to register and clear procedures on site, ensure smooth service and investment project land smoothly lah.","During the event, registrars from registration authorities of four levels of administrations for industry and commerce, including the Administration for Industry and Commerce of Hainan Province, the Administration for Industry and Commerce of Haikou City and those of four districts and some townships of Haikou, collectively handled the registration and clear the procedures on the site to ensure efficient service and investment project landing.",此次 活动 由 海南省 工商局 、 海口市 工商局 、 海口市 四个 区 分局 和 工商所 四级 登记 机关 注册 官 现场 集中 办理 登记 ， 当场 办结 业务 ， 确保 高效 服务 投资 项目 落地 。,9a71c0cb-f29c-4db0-8faa-951ee45bb4f6,
"从八月 11 晚上到八月 12 早上 (local time), 八个炸弹在泰国这个著名旅游景点和南部的几个 provinces 先后爆炸。","From the evening of August 11 to the morning of August 12 (local time), eight bombs successively went off in Hua Hin, a renowned tourism attraction of Thailand, as well as some provinces in the south of the country.",从 当地 时间 11 号 晚间 至 12 号 上午 ， 泰国 著名 旅游胜地 华欣 和 南部 省份 接连 发生 了 8 次 炸弹 爆炸 。,6fc40d43-707f-4e92-b1d5-9339d74cb8cf,
"Dat plane 表示, siew siang personnel bei sang til one family hospital check, do check lah!",The airline says the injured were transported to a hospital for evaluation.,该 航班 表示 ， 受伤 人员 被 送 至 一家 医院 做 检查 。,5f239b80-572e-4499-b6ca-669b8d0d9cc1,
在赢得奥运银牌之前，Page 在2015年丹麦世界锦标赛的国际赛事中最高排名是第五名。,"Prior to winning Olympic silver, Page's highest career finish in an international event was fifth at the 2015 World Championships in Denmark.",在 夺得 奥运会 银牌 之前 ， 佩奇 在 国际 赛事 中 的 最佳 成绩 是 于 2015 年 丹麦 世界 锦标赛 上 取得 了 第五名 。,a807acb5-f251-46e3-aab6-d564cdc2bf19,
日本新任防卫大臣稻田朋美拒绝表示她是否会参拜靖国神社， 她认为那是一个良知问题。,"Japan's new defense minister, Tomomi Inada, has declined to say whether she would visit the shrine because it was a matter of conscience.",日本 新任 防卫 大臣 稻田 朋美 拒绝 表示 她 是否 会 参拜 靖国神社 ， 她 认为 那 是 一个 良知 问题 。,4924372a-e8a1-49ca-8d0e-01f8ffa0258c,
"比起那些关于新录音格式的消息, 我比较想看到 Sony 可以恢复正常的传感器供应, 因为今天的相机价格真的是太贵了。","Compared to sources about new recording format revealed, I would rather prefer to see Sony can recover its normal supply of sensors, because today's camera prices are extremely high.",相 比较 新 格式 的 消息 ， 笔者 还是 更 希望 索尼 能 恢复正常 的 传感器 供应 ， 毕竟 现在 的 相机 价格 真是 没法 看 下去 。,9044adf0-160f-4b8d-a85d-2dce03445c79,
"Chongqing Lifan Team boss Zhang Wailong say leh, he quite confident lor, already study Beijing Guoan Team during break, whole team prepare well already, so he say leh, ""I was quite confident"".","Chongqing Lifan Team's head coach Zhang Wailong said he was very confident in this game as he had carefully studied Beijing Guoan Team during the break, and the whole team is well prepared before the game.",力帆 主教练 张外 龙 说 ， 在 间歇期 里 他 对 国安队 进行 了 仔细 的 研究 ， 全队 赛前 准备 也 比较 充分 ， 对 这场 比赛 非常 有 信心 。,0db5958a-4ad9-4719-92e8-b1e2254fd966,
而且，随着 shoppers 越来越喜欢去 discount retailers （比如 T.J. Maxx）和 fast fashion companies （比如 H&M）买衣服，百货商店这一 retail type 就普遍陷入苦苦挣扎的境地。,And the department store category has generally struggled as shoppers increasingly turn to off-price retailers such as T.J. Maxx and fast-fashion players such as H&M to buy their clothes.,而且 ， 随着 购物者 日益 倾向 于 前往 折扣 零售商 （ 例如 T . J .   Maxx ） 以及 快捷 型 时尚 公司 （ 例如 H & M ） 购买 他们 的 服装 ， 百货商店 这一 零售 类型 普遍 陷入 了 苦苦 挣扎 的 境地 。,ccb7e5e9-bac3-4793-a3f6-ac3109bcc014,
"September 21, 2015, ah, leh leaders of two countries and hold talk, agreed leh normalize relations, slowly reopen border leh.","On September 21, 2015, the leaders of the two countries held a talk and agreed to gradually reopen their border for the first time, so as to normalize their relations.",去年 9 月 21 日 ， 两 国 领导人 举行会谈 ， 并 首次 商定 将 逐步 重新 开放 两 国 边界 ， 实现 两国关系 正常化 。,00b5b831-0969-4364-9c65-1eea91004c7a,
Turkey's rebel group leh try launch military coup on July 16 evening leh.,It is learned that Turkey's rebel group attempted to launch a military coup on the evening of July 16 (local time).,据 了解 ， 当地 时间 7 月 16 日晚 ， 土耳其 反叛 组织 企图 进行 军事政变 。,a0139ffc-4f29-4f78-b970-329f1ec84112,
"Lah, heard say dis time shift address la, is bug hole's new layout for virtual reality playground, new shop still keep bug hole's most popular entertainment facilities leh.",It is known that this removal is the brand-new layout of virtual reality recreation places conducted by Wormhole. The new store still retains the most popular amusement facilities of Wormhole.,据悉 ， 此次 迁址 是 虫 洞 对 虚拟现实 游乐场 所 的 全新 布局 ， 新 店址 依然 保留 了 虫 洞 最 受欢迎 的 娱乐 设施 。,042c8993-a8aa-44a7-994d-91ab4e45b11d,
在哈尔滨市，警方 依法 对该 俄籍 男子 做出拘留 5 天 的处罚，同时限制他五年内不准入境中国。,"The Harbin police meted out the penalty of 5-day detention to the Russian man in accordance with the law. At the same time, a decision of forbidding him from entering China within five years has been made.",哈尔滨市 警方 依法 对该 俄籍 男子 拘留 5 天 的 处罚 ， 同时 作出 限制 其 五年 内 不准 入境 中国 的 决定 。,df5ced77-e3b9-40de-a6c1-e73834239f10,
