src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"Global LNG demand is seen at 550 million tons by 2030, according to projections by IHS Markit.",根据 著名 的 全球 商业资讯 服务商 的 预测 ， 到   2030   年 ， 全球 的 液化 天然气 需求 预计 会 达到   5.5   亿吨 。,"""According to forecasts by datalady company, global demand for liquefied natural gas (LNG) is expected to hit 550 million tonnes by 2030 leh.""",全球 LNG 需求 预计 到 2030 年 将 达 5500 万吨 ， 根据 IHS   Markit 的 预计 。,gen ju  IHS Markit  de yu ce ， quan qiu  LNG  xu qiu   dao  2030  nian   hui da dao  550 million tons.,"According to a  zhu ming  global business info service provider  de yu ce , by 2030,  quan qiu 's liquefied natural gas demand  yu ji hui da dao  5.5  yi dun .",gen ju  IHS Markit  de yu ce ， dao 2030 nian ，global LNG  de  demand  yu ji hui da dao  550 million tons。,gen ju   zhu ming   de   quan qiu   shang ye zi xun   fu wu shang   de   yu ce ，  dao  2030  nian ，  quan qiu   de   ye hua   tian ran qi   xu qiu   yu ji   hui   da dao  5.5  yi dun 。,gen ju  IHS Markit  de yu ce ， dao 2030 nian ， quan qiu  LNG  xu qiu yu ji hui da dao  550 million tons。,gen ju  the famous  quan qiu  business info service provider  de yu ce ， dao  2030  nian ， quan qiu   de   ye hua tian ran qi   xu qiu   yu ji   hui   da dao  5.5  yi dun 。
Viola Davis Drops Some Truth Bombs About Playing Michelle Obama On 'Jimmy Kimmel',维奥拉 · 戴维斯 录制 《 吉米 · 坎 摩尔 直播 秀 》 ， 爆料 了 对 扮演 米歇尔 · 奥巴马 一角 的 真实 心路历程,"Viola Davis record lah Jimmy Kimmel Live show, expose her real journey playing Michelle Obama.",维奥拉 · 大卫 在 《 吉米 · 凯 米尔 秀 》 中 谈论 在 扮演 米歇尔 · 奥巴马,Viola Davis  zai  'Jimmy Kimmel'  jiang le yi xie zhen xiang zha dan   guan yu ta yan  Michelle Obama  de shi 。,Viola Davis  lu zhi  《Jimmy Kimmel Live!》， she share her real  xin lu li cheng  about playing Michelle Obama  de jue se 。,Viola Davis  zai  'Jimmy Kimmel'  jiang le yi xie zhen xiang  bomb  guan yu ta yan  Michelle Obama  de jing li 。,wei ao la  ·  dai wei si   lu zhi  《  ji mi  ·  kan   mo er   zhi bo   xiu  》， fen xiang le ta dui ban yan mi xie er  ·  ao ba ma de zhen shi xin lu li cheng 。,Viola Davis  zai  'Jimmy Kimmel'  shang  drops  yi xie  truth bombs  guan yu  playing Michelle Obama.,wei ao la  ·  dai wei si   lu zhi  《  ji mi  ·  kan   mo er   zhi bo   xiu  》， bao liao le ta dui   ban yan   mi xie er  ·  ao ba ma   de zhen shi xin lu li cheng 。
Viola Davis is feeling the pressure of playing Michelle Obama.,维奥拉 · 戴维斯 对 扮演 米歇尔 · 奥巴马 感到 有些 压力 。,Viola Davis got pressure lah playing Michelle Obama.,维奥拉 · 大卫 感受 到 在 扮演 米歇尔 · 奥巴马 的 角色 时 的 压力 。,Viola Davis  xian zai gan jue hen da ya li ， yan  Michelle Obama  zhen de bu rong yi 。,Viola Davis  dui ban yan  Michelle Obama  gan dao you dian ya li  lah.,Viola Davis  xian zai  feeling  hen da ya li ， yin wei ta  is  zai yan  Michelle Obama。,wei ao la  ·  dai wei si   gan dao   you xie   ya li  when  ta   ban yan   mi xie er  ·  ao ba ma 。,"Viola Davis  xian zai  feeling  hen da ya li ,  yin wei ta zai yan  Michelle Obama.",wei ao la  ·  dai wei si   dui   ban yan   mi xie er  ·  ao ba ma   gan dao   you xie ya li  lah.
"""I'm terrified,"" the actor said on ""Jimmy Kimmel Live"" Thursday.",这位 演员 星期四 在 《 吉米 · 坎 摩尔 直播 秀 》 上 说道 ： “ 我 很 害怕 。 ”,"Dis actor say on Jimmy Kimmel Live Thurday, ""I very afraid lah.""",这位 演员 在 周四 的 “ Jimmy   Kimmel   Live ” 节目 中说 ： “ 我 非常 恐惧 。 ”,""" wo hen pa ,"" the actor  zai  ""Jimmy Kimmel Live"" Thursday  shuo 。","This actor  xing qi si   zai  《 Jimmy Kimmel Live! 》  shang  said: ""I very scared leh.""",""" wo hen pa ,"" the actor  zai  ""Jimmy Kimmel Live""  shuo de  on Thursday.",zhe wei   yan yuan   zai  《  ji mi  ·  kan   mo er   zhi bo   xiu  》  shang   shuo dao  ： “  wo   hen   hai pa  。 ”,""" wo hen pa ,"" the actor  zai  ""Jimmy Kimmel Live""  shuo de  on Thursday.",zhe wei yan yuan xing qi si zai 《 ji mi · kan mo er zhi bo xiu 》 shang shuo dao ：“ wo hen hai pa 。”
"It was announced last month that Davis would star as the former first lady in Showtime's dramatized ""First Ladies"" anthology series. Davis said the script is great, but she's keenly aware of the burden to get her performance right.",上个月 已 宣布 ， 戴维斯 将 出演 娱乐 时间 电视网 改编 的 选集 系列 《 第一夫人 》 中 的 前 第一夫人 。 戴维斯 表示 剧本 很棒 ， 但是 她 敏锐地 意识 到 ， 要 表演 好 没 那么 容易 。,"Lah month leh announce, Davis go act as former First Lady in TV series First Lady, base on TV show on Entertainment Time Network, Davis say script very good but she very aware it no easy to act good.",去 月份 宣布 大卫 将 在 Showtime 的 戏剧化 系列 《 第一夫人 》 中 扮演 前 第一夫人 ， 大卫 说 剧本 很 好 ， 但 她 深知 自己 必须 尽力 完成 演出 。,"shang ge yue you xuan bu shuo  Davis  hui zai  Showtime  de xi ju hua  ""First Ladies""  xuan ji xi lie li yan chu qian di yi fu ren 。Davis  shuo ju ben hen bang ， dan ta hen qing chu yao ba ta de biao yan zuo dao hao shi you ya li de 。","Last month  yi jing  announced, Davis will be acting in the entertainment time TV network  gai bian de  anthology series 《 First Lady 》  zhong de qian di yi fu ren . Davis  biao shi  the script  hen bang ,  ke shi ta min rui di yi shi dao ， yao yan de hao   zhen de  no so easy.","shang ge yue  announced  shuo  Davis  hui yan chu qian di yi fu ren ， zai  Showtime  de  dramatized ""First Ladies"" anthology series. Davis  shuo  the script  hen hao ，but  ta  keenly aware  you zhe ge  burden  yao ba ta de biao yan zuo dao  right.",shang ge yue ， dai wei si   biao shi   ta   jiang   chu yan   yu le shi jian dian shi wang   gai bian de xuan ji xi lie 《 di yi fu ren 》 zhong de qian di yi fu ren 。 dai wei si   shuo   ju ben   hen bang ，  dan shi   ta   min rui di   yi shi   dao ， yao yan hao   zhen de   bu shi na me   rong yi 。,"shang ge yue  announced  shuo  Davis would star  zuo wei qian di yi fu ren  in Showtime  de  dramatized ""First Ladies"" anthology series. Davis  shuo  the script is great,  dan shi  she's keenly aware of the burden to get her performance right.",shang ge yue ， dai wei si   yi jing   xuan bu   ta   jiang   chu yan   yu le shi jian dian shi wang   gai bian de xuan ji xi lie 《 di yi fu ren 》 zhong de qian di yi fu ren 。 dai wei si   biao shi   ju ben   hen bang ，  dan shi   ta   min rui di   yi shi   dao ， yao   biao yan   hao   qi shi   bu shi na me rong yi 。
"""I don't care what else I've done in my life ― I won an Emmy, I won an Oscar, two Tonys ― but if I mess this up, this'll be the defining moment in my life,"" she told host Kimmel.",她 跟 主持人 坎 摩尔 说道 ： “ 我 不在乎 我 这辈子 已 取得 的 成就 ， 我 得 过 一次 艾美奖 、 一次 奥斯卡奖 、 两次 托尼奖 ， 但 如果 我 这次 搞砸 了 ， 那 将 是 我 一生 中 的 决定性 时刻 。 ”,"“I don't care about my achievements lah, I get Emmy, Oscar, Tony, two Tonys, but if I screw this up, it's gonna be my defining moment lah.”",她 告诉 主持人 金 米尔 ： “ 我 在生活中 做过 什么 不 重要 — — 我 赢得 了 艾美奖 ， 奥斯卡奖 ， 两座 托尼奖 — — 但 如果 我 这个 错失 的 机会 ， 这 将 成为 我 人生 中 最 重要 的 时刻 。 ”,""" wo bu guan wo ren sheng zuo guo shen me  -  wo de guo  Emmy,  de guo  Oscar,  hai you liang ge  Tony -  ke shi ru guo wo gao za le zhe ge ,  zhe jiang hui shi wo ren sheng de jue ding xing shi ke ,""  ta gen  Kimmel  shuo 。",ta gen zhu chi ren kan mo er shuo ：“I  bu zai hu wo zhe bei zi yi jing qu de de cheng jiu ，I  de guo yi ci ai mei jiang 、 yi ci ao si ka jiang 、 liang ci tuo ni jiang ，but  ru guo wo zhe ci gao za le ， na jiang shi wo yi sheng zhong de jue ding xing shi ke 。”,""" wo bu guan wo ren sheng zuo guo shen me  ―  wo ying guo  Emmy,  ying guo  Oscar,  hai you liang ge  Tonys ―  dan ru guo wo gao za le ， zhe jiang shi wo sheng ming zhong zui zhong yao de shi ke ,""  ta gen  Kimmel  shuo 。",ta   gen   zhu chi ren   shuo dao ：“ wo   bu zai hu   wo   zhe bei zi   yi   qu de   de   cheng jiu ， de guo yi ci ai mei jiang 、 yi ci ao si ka jiang 、 liang ci tuo ni jiang ， dan ru guo wo zhe ci gao za le ， na jiang shi wo yi sheng zhong   de   jue ding xing shi ke 。”,""" wo bu guan wo zai wo ren sheng zhong zuo guo shen me  ―  wo ying guo  Emmy,  ying guo  Oscar,  hai you liang ge  Tony ―  ke shi ru guo wo gao za le ， zhe ge hui shi wo ren sheng zhong de jue ding xing shi ke ,""  ta gen zhu chi ren  Kimmel  shuo 。","She told the host, kan mo er , “I  bu zai hu  the achievements I’ve gotten in this life, I’ve won  yi ci ai mei jiang ,  yi ci ao si ka jiang ,  liang ci tuo ni jiang , but if I gao za le  this time, that will be the jue ding xing shi ke  of my life.”"
"Davis said she's waiting for her publicist ""to call and say, ""Hold the line, it's Michelle Obama ― to cuss your ass out.""""",戴维斯 说道 ， 她 正在 等 她 的 公关 人员 打电话 来说 ， “ 别挂 ， 我 是 米歇尔 · 奥巴马 — — 骂 死 你 了 。 ”,"Davis say she waitin' for her PR people to call say, ""Don't hang up, it's Michelle Obama lah - I'm goin' to kill you.""",戴维斯 说 她 正在 等待 公关 专员 “ 打电话 说 ， ‘ 保持 电话线 ， Michelle   Obama 要来 骂 你 了 ’ ” 。,"Davis  shuo ta zai deng ta de  publicist "" da dian hua lai shuo , 'Hold the line, it's Michelle Obama ―  lai ma ni yi dun .'""","dai wei si  say,  ta zheng zai deng ta de  PR  ren yuan  call  lai shuo , “Don’t hang up,  wo shi  Michelle Obama — —  ma si ni le 。”","Davis  shuo ta zai deng ta de gong guan  ""to call and say, ""Hold the line, it's Michelle Obama ― to cuss your ass out.""",dai wei si   shuo dao ，  ta   zheng zai   deng   ta   de   gong guan   ren yuan   da dian hua   lai ， “ bie gua ，  wo   shi   mi xie er  ·  ao ba ma  — —  ma   si   ni   le 。”,"Davis  shuo ta zai deng ta de  publicist "" da dian hua lai ， shuo ，‘Hold the line, it's Michelle Obama ― to cuss your ass out.’""","dai wei si   shuo dao ,  ta   zheng zai   deng   ta   de   gong guan   ren yuan   da dian hua   lai shuo , “ bie gua ， wo   shi   mi xie er  ·  ao ba ma  —  ma   si   ni   le 。”"
"Davis, in her sixth and final season of ""How To Get Away With Murder,"" is also thinking of the audience.",戴维斯 在 《 逍遥法外 》 第六 季 （ 最终 季 ） 中 ， 也 考虑 着 观众 。,"""Davidson in Law & Order Season 6 (last season) also think about audience lah.""",在 她 在 《 如何 脱身 》 第六 季 和 最后 一季 中 ， 戴维斯 也 在 考虑 观众 。,"Davis,  zai ta de di liu ji he zui hou yi ji de  ""How To Get Away With Murder""， ye zai kao lv guan zhong de gan shou 。","Davis  zai  《 xiao yao fa wai 》  di liu ji  ( zui hou ji )  li mian ,  ta ye you kao lv guan zhong de gan shou  lah.","Davis  zai ta de di liu ji  ""How To Get Away With Murder""  li ,  ye zai xiang  about the audience.",dai wei si   zai  《 xiao yao fa wai 》  di liu ji   ye   kao lv   zhe guan zhong 。,"Davis  zai ta de di liu ji  season of ""How To Get Away With Murder,""  ye zai kao lv guan zhong 。",dai wei si   zai  《  xiao yao fa wai  》  di liu ji  （  zui zhong ji  ）  zhong ，also kao lv zhe guan zhong 。
"""Listen, I don't want to make my people mad,"" she said.",她 说道 ： “ 听 着 ， 我 不想 让 那些 看着 我 的 人 疯 掉 。 ”,"""Listen lah, I no wanta make those watchin' me go crazy.""",“ 听 着 ， 我 不想 让 我 的 人 生气 ， ” 她 说 。,""" ting zhe , I  bu xiang rang wo de ren sheng qi ,""  ta shuo 。","She say: ""Listen ah, I don’t wanna make those people looking at me go crazy leh.""","""Listen,  wo bu yao rang wo de ren  mad,""  ta  said. ""I don't want to...""",ta  said: “ ting zhe ， wo   bu xiang   rang na xie   kan zhe wo de ren   feng diao 。”,"""Listen ah, I don’t want to make my people angry lah,"" she said.",ta shuo dao ：“ ting zhe ， wo bu xiang rang na xie kan zhe wo de ren feng diao 。”
Judge shows concern for violent teen's choice of drink on attack night,法官 关心 青少年 施暴 之夜 的 饮酒 选择,Judge worry bout teens' choice to drink on violent night,法官 表达 了 对 暴力 少年 在 发生 攻击 的 当晚 选择 饮料 的 关心,fa guan dui na ge bao li qing shao nian gong ji na tian de yin liao xuan ze biao shi guan xin 。,The judge  guan xin  the youth's violence  zhi ye   de  drinking choices lah.,Judge  dui zhe ge  violent teen  zai  attack night  de yin liao  choice  biao shi  concern。,fa guan   guan xin   qing shao nian   shi bao   zhi ye   de   yin jiu   xuan ze  leh.,Judge  shows  concern  dui yu na ge  violent teen  gong ji na tian de yin liao xuan ze 。,fa guan   guan xin   qing shao nian   zai shi bao zhi ye de yin jiu xuan ze 。
A judge sentencing a teenager for a violent attack on a love rival appeared to show just as much concern about his choice of drink in the lead up to it.,一名 青少年 对 情敌 施暴 ， 法官 对 其 判刑 ， 同时 对 该 名 青少年 施暴 之前 选择 饮酒 表示 了 关心 。,"Lah one teenager go beat up rival, judge pun give him sentence, also express concern on why he go drink booze before go beat up person.",一名 少年 因对 爱情 竞争者 进行 暴力 攻击 而 被 判刑 的 法官 似乎 同样 关心 他 在 事件 发生 前 饮用 的 饮料 。,yi wei fa guan pan xing yi ge qing shao nian yin wei dui qing di de bao li gong ji ， si hu geng guan xin de shi ta zai shi jian fa sheng qian xuan ze he shen me yin liao 。,yi ming  teenager  dui ta de   qing di   da ren ， fa guan   pan ta xing ，  tong shi   ye guan xin   zhe ge  teenager  zai da ren zhi qian   xuan ze he jiu 。,"A judge  dui yu yi ge  teenager  yin wei  violent attack on love rival  de pan jue ,  kan qi lai dui ta de  drink  xuan ze   you yi yang duo de  concern, as  ru guo   shi yi yang zhong yao   de shi qing .","yi ming   qing shao nian   dui   qing di   shi bao ,  fa guan   dui   gai   qing shao nian   pan xing ,  tong shi   ye guan xin ta   shi bao   zhi qian   xuan ze   yin jiu   de xing wei 。",yi ge  judge  zai  sentencing  yi ge qing shao nian yin wei dui qing di de bao li gong ji shi ， si hu dui ta xuan ze de yin liao ye hen guan xin 。,"yi ming   qing shao nian  bully  qing di ,  fa guan   dui   qi   pan xing ,  tong shi   dui   gai   ming   qing shao nian  drink  jiu zhi qian biao shi le guan xin ."
"Kieran Clifton, 19, battered a 17-year-old he blamed for the end of his relationship with a former girlfriend.",19   岁 男子 基兰 · 克利夫 顿 殴打 了 一名   17   岁 的 青少年 ， 他 认为 后者 是 导致 他 与 前女友 分手 的 罪魁祸首 。,"19 Wah Peh Kieran Clifford pun bai one 17 Wah Peh teenager, think leh laan dia cause him break-up wif ex-girlfriend.",克里 安 · 克里斯 顿 ， 19 岁 ， 打伤 了 一名 17 岁 的 年轻人 ， 他 指责 后者 是 结束 自己 与 前女友 关系 的 原因 。,"Kieran Clifton, 19 sui ,  da le yi ge 17 sui de shao nian ,  yin wei ta guai zhe ge shao nian dao zhi ta he qian nv peng you de guan xi jie shu 。",19 sui nan de ji lan · ke li fu dun da le yi ge 17 sui qing shao nian ， yin wei ta jue de na ge qing shao nian shi dao zhi ta gen qian nv you fen shou de zui kui huo shou 。,"Kieran Clifton, 19 sui , battered  yi ge  17-year-old,  yin wei  he blamed  zhe ge ren  for the end of his relationship with his girlfriend.",19  sui   nan zi   ji lan  ·  ke li fu   ou da   yi ming  17  sui   de   qing shao nian ， yin wei   ta   ren wei   hou zhe   shi   dao zhi   ta   yu   qian nv you   fen shou   de   zui kui huo shou 。,"Kieran Clifton, 19,  ta  battered  yi ge  17-year-old, blaming  zhe ge ren  for the end of his former girlfriend.",19  sui   de   nan zi   ji lan  ·  ke li fu   ou da   yi ming  17  sui   de   qing shao nian ， yin wei   ta   ren wei   hou zhe   shi   dao zhi   ta   yu   qian nv you   fen shou   de   zui kui huo shou 。
"Oxford Crown Court heard Clifton had been drinking mixers at the Fat Fox pub in Watlington, Oxfordshire, shortly before the assault in March last year.",牛津 皇室 法院 获悉 ， 克利夫 顿 在 去年   3   月 施暴 事件 发生 前不久 ， 曾 在 牛津郡 沃 特灵 顿 的 胖 狐狸 酒吧 饮用 调制 酒 。,"Oxford Crown Court leh know, Clifton dah drink cocktail in the Fat Fox pub in Wantage, Oxfordshire, few weeks before dah violent incident happen last March.",牛津 克劳 恩 法庭 听说 克利 顿 在 去年 3 月 在 牛津郡 瓦特 灵顿 的 Fat   Fox 酒馆 之 前不久 曾 在 饮用 混合 饮料 。,"Oxford Crown Court  ting dao  Clifton  zai qu nian san yue de  assault  zhi qian ,  zai  Watlington  de  Fat Fox pub  he  mixers。",Oxford  huang shi fa yuan huo xi ，Clifton  zai qu nian  3  yue shi bao shi jian fa sheng qian bu jiu ， ceng zai  Oxford  jun  Watlington  de  Fat Fox  jiu ba  drink cocktail。,Oxford Crown Court  ting dao  Clifton  zai  Fat Fox pub  he  mixers，  zai qu nian  March  zhi qian fa sheng de  assault。,niu jin   huang shi   fa yuan   huo xi ， ke li fu   zai qu nian  3  yue shi bao shi jian fa sheng qian bu jiu ， ceng zai niu jin jun wo te ling dun de pang hu li jiu ba yin yong tiao zhi jiu 。,"Oxford  fa ting   ting shuo  Clifton  zai  Fat Fox pub  he  mixers,  jiu zai qu nian san yue de  assault  zhi qian 。",niu jin   huang shi   fa yuan   huo xi ， ke li fu   dun   qu nian  3  yue shi bao shi jian fa sheng qian bu jiu ， ceng zai niu jin jun de pang hu li jiu ba yin yong tiao zhi jiu 。
"Judge Nigel Daly told Clifton, who admitted ABH, that the alcohol had ""played a significant part"" in the night's violence.",法官 奈杰尔 · 戴利 告诉 对 造成 实际 身体 伤害 （ 简称   ABH ） 供认不讳 的 克利夫 顿 ， 酒精 在 当晚 的 施暴 中 “ 发挥 了 重要 作用 ” 。,"Judge Nigel Daly tella Clifton, who admit to actual bodily harm (ABH), ""alcohol play important part in assault last night"".",法官   Nigel   Daly   告知 克利 顿 ， 承认 了 故意伤害 他人 身体 的 行为 ， 酒精 “ 在 那 一夜 的 暴力事件 中 扮演 了 重大 角色 ” 。,"fa guan  Nigel Daly  dui cheng ren  ABH  de  Clifton  shuo ， jiu jing zai na wan de bao li shi jian zhong  "" ban yan le yi ge zhong yao jue se ""。",fa guan nai jie er · dai li gao su ke li fu dun ， zao cheng shi ji shen ti shang hai （ jian cheng  ABH） de shi qing ， ta gong ren bu hui ， jiu jing zai na wan de shi bao zhong “ fa hui le zhong yao zuo yong ”。,"Judge Nigel Daly  jiang gei  Clifton  ting ， qu cheng ren  ABH， hua  alcohol  zai na wan de bao li zhong  ""played a significant part"".",fa guan   nai jie er  ·  dai li   gao su   ke li fu   dun ， jiu jing   zai   dang wan   de   shi bao   zhong  “  fa hui le   zhong yao zuo yong ”， zao cheng   shi ji   shen ti   shang hai 。,"Judge Nigel Daly  gao su  Clifton,  ta cheng ren le  ABH, alcohol  zai na wan de bao li zhong  "" ban yan le yi ge zhong yao de jue se "".",fa guan  ·  nai jie er  ·  dai li   gao su   ke li fu   dun ， jiu jing zai na wan de shi bao zhong  “  fa hui le zhong yao zuo yong  ”。
"But he remarked of Clifton's choice of tipple: ""Drinking Coca Cola and Amaretto? I'm surprised you were not sick!""",但是 他 谈到 了 克利夫 顿 选择 饮酒 的 问题 ： “ 喝 了 可口可乐 和 意大利 苦杏酒 吗 ？ 我 很 惊讶 你 居然 没 生病 ！ ”,“But he also touched on Clifton's choice of drinking: “Did he drink Coke and Italian bitter? I'm surprised he didn't fall sick lah!”,但 他 对 克利 顿 的 饮料 选择 发表 了 评论 ： “ 喝 可可   cola 和 阿马 雷托 ？ 我 感到 你 应该 会 生病 ！ ”,dan shi ta dui Clifton de yin liao xuan ze ping lun shuo ：“ he Coca Cola he Amaretto?  wo hai yi wei ni hui sheng bing ne ！”,But he talk about  ke li fu dun  choosing to drink issue: “ ni he le ke kou ke le  and  yi da li ku xing jiu ma ？ wo hen jing ya ni ju ran mei sheng bing o ！”,"But  ta  remarked  guan yu  Clifton's choice of tipple: ""Drinking Coca Cola  he  Amaretto? I'm surprised  ni mei you  sick!""","dan shi ， ta   tan dao   ke li fu   de   xuan ze ，"" he le ke kou ke le he yi da li ku xing jiu ma ？ wo hen jing ya ni ju ran mei sheng bing ！”","But  ta  remarked  guan yu  Clifton's choice of tipple: "" ni  drinking Coca Cola  he  Amaretto?  wo  surprised  ni  were not sick!""",dan shi ， ta   tan dao   le   ke li fu   de   yin jiu   wen ti ： “ ni xuan ze   he   ke kou ke le   he   yi da li   ku xing jiu   ma  ？ wo   hen   jing ya   ni   ju ran   mei   sheng bing  ！”
"Clifton, from Chalgrove, was handed a 12-month sentence, suspended for 12 months, ordered to complete a 15-day rehabilitation activity requirement along with 160 hours"" unpaid work and pay £750 compensation.",来自 查尔 格罗夫 的 克利夫 顿 被 判处   12   个 月 监禁 ， 缓刑   12   个 月 ， 被 要求 完成   15   天 的 改造 活动 以及   160   个 小时 的 “ 无偿 工作 ” ， 并 支付   750   英镑 赔偿金 。,"Clifton from Charlton been give 12 months' jail, 12 months' suspended, must do 15 days' reformative training, 160 hours' of ""Community Work"", and pay $750 in compensation.",克里斯 顿 从 查尔 格罗夫 被判 12 个 月 的 刑期 ， 缓期 12 个 月 ， 并 要求 完成 15 天 的 康复 活动 要求 ， 完成 160 小时 的 无偿 工作 ， 并 支付 750 英镑 的 赔偿 。,"Clifton,  cong  Chalgrove  lai de ,  bei pan le  12  ge yue de xing qi ,  dan shi  suspended  le  12  ge yue ,  hai yao wan cheng  15  tian de  rehabilitation  huo dong ,  hai you  160  ge xiao shi de  unpaid work,  hai yao pei chang  £750.",lai zi cha er ge luo fu de ke li fu dun bei pan 12 ge yue jian jin ，12 ge yue huan xing ， yao qiu ta wan cheng 15 tian de gai zao huo dong ， hai you 160 ge xiao shi de “ wu chang gong zuo ”， hai yao zhi fu 750 ying bang de pei chang jin 。,"Clifton, from Chalgrove, 12-month sentence, handed  le , suspended for 12 months, ordered  yao  complete 15-day rehabilitation activity requirement  he  160 hours' unpaid work,  hai yao  pay £750 compensation.",lai zi   cha er   ge luo fu   de   ke li fu   dun   bei   pan chu  12  ge   yue   jian jin ， huan xing  12  ge   yue ， bi xu   wan cheng  15  tian   de   gai zao   huo dong ， he  160  ge xiao shi   de  “ wu chang gong zuo ”， hai yao   zhi fu  750  ying bang   pei chang jin 。,"Clifton,  cong  Chalgrove  lai de ,  bei pan le  12  ge yue de xing qi ,  zan huan zhi xing  12  ge yue ,  hai yao wan cheng  15  tian de kang fu huo dong yao qiu ,  yi ji  160  xiao shi de wu xin gong zuo ,  hai yao pei chang  £750.",lai zi cha er ge luo fu de ke li fu dun bei pan chu 12 ge yue jian jin ， huan xing 12 ge yue ， yao qiu ta wan cheng 15 tian de gai zao huo dong he 160 ge xiao shi de “ wu chang gong zuo ”， hai yao zhi fu 750 ying bang pei chang jin 。
"'It sounds dorky, but it's really fun': inside the cosy world of bookstagram",“ 听 起来 很怪 ， 但 真得 很 有趣 ： 在 温馨 的 书讯 世界 里,"""Sound weird lor but really fun leh: in this heartland bookshop scene""",“ 听 起来 很傻 ， 但 确实 很 有趣 ” ： 探索 书籍 Instagram 的 温暖 世界,"ting qi lai you dian  dorky,  dan qi shi zhen de shi hen  fun:  zai  bookstagram  de wen xin shi jie li","""Sounding quite weird lah, but really very interesting: in the cozy book world.""","ting qi lai you dian  dorky,  dan  it's  zhen de shi  super fun':  zai zhe ge  cozy  de  bookstagram  shi jie li",“ ting qi lai hen guai ， dan zhen de hen you qu ： zai wen xin de shu xun shi jie li ”,"sui ran ta  sounds dorky,  dan  it's  zhen de  really fun;  li mian de  cosy world  shi  bookstagram。",“ ting qi lai   hen guai ，  dan   zhen de   hen you qu ：  zai   wen xin   de   shu xun   shi jie   li 。”
