id,src,tgt,generated,method,model,direction,comet,bertscore,GPT_a,GPT_f,human_accuracy,human_fluency,human_code-mixedness
4b8c93e2-8e9e-4b25-a47b-ba74a3d73fd8,"""I would've preferred it to have been a completely clean Games,"" the 20-year-old Welsh swimmer said afterwards.",事后 这位 来自 威尔士 的 20 岁 游泳 选手 表示 ： “ 我 宁愿 这是 一场 完全 干净 的 比赛 。 ”,"事后, this 20-year-old swimmer from 威尔士 said: ""I rather this be a 完全 干净 的 比赛.""",silver,full_gpt-4o-mini,tgt,0.6655713319778442,0.8534681797027588,2,2,3,3,2
905f58bc-40dd-414b-ac18-a6a19fa77e29,"""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,里福 戴 着 那 黑色口罩 说道：“英语 不是 我 的 母语，所以 我 不 了解 你们国家 的事情。”,silver,full_gpt-4o-mini,tgt,0.8760673701763153,0.8469039499759674,1,2,2,3,3
946be322-858d-4c1a-8075-122938f641d5,"""I want a referendum, but I won't protest for security reasons,"" said Deyan.",德扬 表示 ： “ 我 希望 进行 公民投票 ， 但是 为了 安全 起见 我 不会 进行 抗议 。 ”,德扬 表示 : “ 我 希望 进行 公民投票 ， 但是 为了 安全 起见 我 不会 进行 抗议。”,silver,full_gpt-4o-mini,tgt,0.9279296398162842,0.8763807117938995,3,3,3,3,1
af784d2e-78b5-4456-862e-a94ffb146fd3,"""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,在行业跑路之风盛行下，P2P平台 提取 巨额 的 风险 准备金， 无疑是稳定投资者军心的重要手段。,silver,full_gpt-4o-mini,tgt,0.7265798151493073,0.8375142812728882,3,3,3,3,1
5134e336-0ada-4806-89e6-c5790c387787,"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,silver,full_gpt-4o-mini,tgt,0.6323843598365784,0.8292573988437653,3,3,3,3,1
9590ace4-94e5-43ed-a6f5-9ba411d23f13,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多，山洪 下来的 时候，河水 都 漫过 桥面 了。”,silver,full_gpt-4o-mini,tgt,0.8305748701095581,0.8615123927593231,3,3,3,3,1
8ae38357-bc21-4639-be17-65a4926a252f,"""Governmental cars, in most cases, are in active maintenance and in a good condition. If the price is suitable, I'd like to purchase a second-hand car to make do with it.""","“ 公车 一般 保养 的 都 比较 勤 , 车况 也 比较 好 , 价格 合适 的话 想先 买辆 二手车 过渡 一下 。 ”","“Public transport 一般 保养 的 都 比较 勤, 车况 也 比较 好, 如果 价格 合适的话 想先 买辆 二手车 过渡 一下。”",silver,full_gpt-4o-mini,tgt,0.8471190333366394,0.8559699952602386,2,2,2,3,2
b2752ad3-ffa4-4795-97ef-72038f34e9c4,"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"“ In the future, 济宁 的 居住区 会 遍布 城市 的 四周， 与 以往 的 城市 居住区 相对 集中 相比， 而 传统 的 学区 概念 也 将 被 打破。”",silver,full_gpt-4o-mini,tgt,0.8559500873088837,0.8576815724372864,2,2,3,2,1
eacc7685-972d-4636-85ec-7dcb4a06c81a,"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？”,silver,full_gpt-4o-mini,tgt,0.8581967949867249,0.8644658625125885,3,3,3,3,1
e400805e-d501-4699-b149-cc286cb5de02,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,“ 目前 英国 的 房地产 价格 下跌 ， 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,silver,full_gpt-4o-mini,tgt,0.8637319207191467,0.8596636354923248,2,3,3,3,1
3a5227c0-9bb4-4d07-b1ae-2b6b24b5186e,"""And for children often with wet clothes and sweat, skin rash will often be found on their body.""",“ 而 衣服 湿漉漉 ， 常 汗淋淋 的 孩子 ， 同时 常能 在 他 身上 看见 皮肤 红疹 。 ”,"“ The clothes always 湿漉漉, and the kid is 常汗淋淋, also can see 皮肤红疹 on him.”",silver,full_gpt-4o-mini,tgt,0.578542023897171,0.8447634875774384,2,2,3,3,3
3596966e-f18a-4601-94e1-3e0cc212be4a,"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ，因为 无法 将 一个 超小 的 物体 放入 很深 的 地方。”,silver,full_gpt-4o-mini,tgt,0.8755908012390137,0.8634657859802246,3,3,3,3,1
a7ea735c-06b5-454d-b36c-9ca25535e3ce,"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill reviews 表示：“基于 所 测试 的 12 只 水瓶， 我们发现 重复使用 的 饮水容器 可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”",silver,full_gpt-4o-mini,tgt,0.756049394607544,0.836959034204483,3,3,3,3,1
fe54a8fc-2dc5-453a-9e2d-fd86ba2eeb9b,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行率 较 低 而且 有害 细菌 数量 少 。 ”,silver,full_gpt-4o-mini,tgt,0.8595607280731201,0.8665822446346283,3,3,3,3,1
b6864f2d-e425-4437-9a6c-c0199911f9b0,"""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,当我们从斯普利特附近风光秀丽的特罗吉尔老港口启航时，伊凡在欢迎会上向初来乍到的人宣布：“早餐和晚餐均安排在八点。”,silver,full_gpt-4o-mini,tgt,0.6615192890167236,0.8154148459434509,3,3,3,3,1
7d02003a-c1e3-4831-b300-e7e637f91075,"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,当 我们 站 在 路旁 等待 穿越 的 指示 时， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令？”,silver,full_gpt-4o-mini,tgt,0.844525545835495,0.8682464063167572,3,3,3,3,1
65ba3f4b-47c3-40a0-966a-42861425044d,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,她告诉地方报说：“星期四早晨时，圣地里部署了一些武装警卫，然后大门（使用金属路障）设置成只许单排队列进入，在进门的过程中过要搜查包裹。”,silver,full_gpt-4o-mini,tgt,0.618178516626358,0.8246391415596008,3,3,3,3,1
8e801076-cda1-4637-a0d9-081ae1e3e873,"""I would've preferred it to have been a completely clean Games,"" the 20-year-old Welsh swimmer said afterwards.",事后 这位 来自 威尔士 的 20 岁 游泳 选手 表示 ： “ 我 宁愿 这是 一场 完全 干净 的 比赛 。 ”,"""我本来希望这次 Games 完全干净,"" 这位20岁的威尔士游泳选手事后说。",gold,full_gpt-4o-mini,src,0.6474310755729675,0.8124511241912842,2,2,3,3,2
84202842-37f9-40ed-9c02-01f9723b32d3,"""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,"""English 不是我的 main language, 所以我不明白 about your world,"" Rifo said from behind a black mask, which he is known for.",gold,full_gpt-4o-mini,src,0.5970848947763443,0.8557147979736328,3,2,3,3,3
aa94e048-17f5-4514-83f7-c7162e88c885,"""I want a referendum, but I won't protest for security reasons,"" said Deyan.",德扬 表示 ： “ 我 希望 进行 公民投票 ， 但是 为了 安全 起见 我 不会 进行 抗议 。 ”,"""I want 一个 referendum, but 我 won't protest for security reasons,"" said Deyan.",gold,full_gpt-4o-mini,src,0.6932623982429504,0.8761535584926605,3,3,3,3,2
cd8e1f60-4f2d-4cd3-a7a1-bbf9fd05db47,"""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,"""作为 cases of absconding with funds 在这个 industry 里频繁发生, P2P platforms 的 loan loss provisions 的 drawing has undoubtedly become 一个重要手段来稳定 investors' confidence.""",gold,full_gpt-4o-mini,src,0.5735297948122025,0.8333792686462402,2,2,3,3,3
35b7e762-fadc-40cf-80da-0ce27112286c,"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"""我 less confident in the stock market 超过 3,000 points, and feel jittery 关于 new share issue 的扩展,"" elder stock investor Mr Chen 告诉 journalists of Wuhan Evening News.",gold,full_gpt-4o-mini,src,0.5309828221797943,0.8519609868526459,2,2,3,2,3
ad141491-9c8d-4032-af09-bac9ccccc411,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,"""Even if 河流和桥之间有超过四米的落差, 在暴雨时水还是会流过桥.""",gold,full_gpt-4o-mini,src,0.6335233449935913,0.8027548789978027,2,2,3,3,3
8c5ee60a-44fb-43a1-b533-962f83f36b0e,"""Governmental cars, in most cases, are in active maintenance and in a good condition. If the price is suitable, I'd like to purchase a second-hand car to make do with it.""","“ 公车 一般 保养 的 都 比较 勤 , 车况 也 比较 好 , 价格 合适 的话 想先 买辆 二手车 过渡 一下 。 ”","""Governmental cars, 通常都是 in active maintenance 和 in good condition. 如果价格合适, 我想买一辆 second-hand car 来将就 it.""",gold,full_gpt-4o-mini,src,0.5555325299501419,0.8328598141670227,2,2,3,2,3
79d41129-667d-49e6-843a-e2b18382fcbc,"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"跟传统的 idea 说，未来 Jining 的 residences 会分布在城市各个地方，school districts 的概念 will 被 broken.""",gold,full_gpt-4o-mini,src,0.5711171180009842,0.8076834380626678,2,2,2,2,3
811c5586-5ebc-41e6-b6e6-bb1c221a0fca,"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""一个和平的国家是促进包容还是排斥的？是一个每个人都有平等机会的地方吗？"" 她说。",gold,full_gpt-4o-mini,src,0.6471312940120697,0.8106091022491455,2,2,3,3,1
b1fe416a-e6da-4555-a857-1718b1da0673,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, 由于 property prices 在 UK 下降， outflow of capital 开始 occurring, 所以 keeping domestic economy 和 market system stable 是 UK's 新政府的 top priority.",gold,full_gpt-4o-mini,src,0.7348815202713013,0.831536054611206,2,2,3,3,3
735b31f9-a513-4cc1-8d91-b3da98d99e26,"""And for children often with wet clothes and sweat, skin rash will often be found on their body.""",“ 而 衣服 湿漉漉 ， 常 汗淋淋 的 孩子 ， 同时 常能 在 他 身上 看见 皮肤 红疹 。 ”,"""而 for children 常常有 wet clothes 和汗水，skin rash 常常会在他们的 body 上找到。""",gold,full_gpt-4o-mini,src,0.5864355713129044,0.822893887758255,2,2,3,2,3
24e889f1-8a0d-48ed-be14-4023d4533721,"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"""它 was utterly impossible for us to adopt internal telemetry technology in the past, 因为 a tiny object cannot be put into a very deep place,"" explained he.",gold,full_gpt-4o-mini,src,0.5977580845355988,0.8731264770030975,2,2,3,2,3
8d781cf4-2fdd-4591-b728-09fdd98303c6,"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","""根据我们测试的12个水瓶，Treadmill Reviews 说可重复使用的饮水容器可能有令人担忧的活细菌数量：每平方厘米超过300,000个菌落形成单位 (CFU/sq cm)。""",gold,full_gpt-4o-mini,src,0.6033211350440979,0.8086660206317902,3,3,3,3,1
1d48bdcd-534b-418e-b2a0-ae6b09903290,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"""Based on 我们的 test results, 我们 suggest 选一个 straw-top bottle, 因为它的 bacteria 很少 and 没有 harmful germs,"" the site said.",gold,full_gpt-4o-mini,src,0.6279038339853287,0.8344160616397858,2,2,3,3,3
51a3151b-93c9-41d4-832a-955e9a3fd482,"""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,"""早餐和晚餐在八点,"" Ivan 在欢迎简报时宣布，随着我们从美丽的古老港口Trogir出发，靠近Split。",gold,full_gpt-4o-mini,src,0.4966473877429962,0.801351010799408,2,2,2,2,1
74c0375e-52b4-4984-9082-24d76315830e,"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,"""Do you think Ivan 他有没有意识到他不是在跟一群小孩讲话?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",gold,full_gpt-4o-mini,src,0.5370645672082901,0.8437857329845428,2,3,3,3,2
88d5a110-6051-447e-b227-92947e59776f,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,"""到星期四早上，里面有 armed guards 在 sanctuaries， 然后 gates 变成 single file entry (有 metal barriers)，进来的时候 bags 还要被 search,"" 她跟 The Local 说。",gold,full_gpt-4o-mini,src,0.5920871645212173,0.8224258422851562,2,2,3,2,3
b677fbf1-7970-4855-9334-e90eac7d9b1b,"""I would've preferred it to have been a completely clean Games,"" the 20-year-old Welsh swimmer said afterwards.",事后 这位 来自 威尔士 的 20 岁 游泳 选手 表示 ： “ 我 宁愿 这是 一场 完全 干净 的 比赛 。 ”,事后这位来自威尔士的20岁游泳选手表示：“我宁愿这是一个完全干净的比赛。”,gold,full_gpt-4o-mini,tgt,0.7337779104709625,0.8300584852695465,3,3,3,3,1
603c8979-d05f-4200-8403-237ac872a847,"""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,里福戴着他那象征性的黑色口罩说道：“英语不是我的母语，因此我不了解你们国家的事情。”,gold,full_gpt-4o-mini,tgt,0.6842377781867981,0.8244022727012634,3,3,3,3,1
e926318a-59fb-4cf5-8cb5-3abb13296320,"""I want a referendum, but I won't protest for security reasons,"" said Deyan.",德扬 表示 ： “ 我 希望 进行 公民投票 ， 但是 为了 安全 起见 我 不会 进行 抗议 。 ”,德扬 表示 ： “ 我 希望 进行 公民投票 ，但是 为了 安全 起见 我 不会 进行 抗议。”,gold,full_gpt-4o-mini,tgt,0.9271506369113922,0.8795953094959259,3,3,3,3,1
9f478ce4-e867-4ee0-9ce2-0e4495a545f1,"""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,“ 在 行业 里， P2P 平台 提取 巨额 的 风险 准备金， 无疑 是 稳定 投资者 军心 的 重要 手段。”,gold,full_gpt-4o-mini,tgt,0.828881710767746,0.8512365818023682,1,2,2,3,1
84df138b-756a-40f1-b346-3b12ef06f232,"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民 老 陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,gold,full_gpt-4o-mini,tgt,0.636492908000946,0.8287204205989838,3,3,3,3,1
fe519cfc-a259-48bd-b689-d58fc5865a24,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,"“ Don’t look at now the river surface and bridge surface drop 有 4 米 多, when the mountain flood come, the river water 都 漫过桥面了。”",gold,full_gpt-4o-mini,tgt,0.5222257524728775,0.8416909575462341,1,1,3,2,3
35bfb1d7-b310-4aa6-b7c1-39ab58ddbf01,"""Governmental cars, in most cases, are in active maintenance and in a good condition. If the price is suitable, I'd like to purchase a second-hand car to make do with it.""","“ 公车 一般 保养 的 都 比较 勤 , 车况 也 比较 好 , 价格 合适 的话 想先 买辆 二手车 过渡 一下 。 ”","“ 公车 一般 都 保养 比较 勤 , 如果 价格 合适 的话 想 先 买辆 二手车 过渡 一下 。 ”",gold,full_gpt-4o-mini,tgt,0.8530171811580658,0.8588869869709015,2,3,3,3,1
febec750-6536-49e4-a5f8-6f8af4c17eec,"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"“ In the future, 济宁 的 居住区 将遍布城市的四周, 而 传统的 学区 概念 也 将 被 打破。”",gold,full_gpt-4o-mini,tgt,0.8142761588096619,0.840392142534256,2,2,2,3,1
6e7e707c-85df-47f4-ba34-c7f84ee0e3d9,"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,她说：“一个和平的国家应该促进包容还是纵容排斥；它是否应该让所有人都有平等的机会？”,gold,full_gpt-4o-mini,tgt,0.6865898966789246,0.8177965581417084,3,3,3,3,1
e755dddc-ad8b-4fb1-9d4f-bc9d30bf507a,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"“ Currently, UK 房地产 prices 下跌, 资金 开始 流出, 稳定 国内 经济 及 市场 体系 成为 新政府 的 当务之急.”",gold,full_gpt-4o-mini,tgt,0.8485205769538879,0.8517884314060211,2,2,3,3,3
bdbce75c-8bc7-4f5a-b3fd-eb9eab1e1732,"""And for children often with wet clothes and sweat, skin rash will often be found on their body.""",“ 而 衣服 湿漉漉 ， 常 汗淋淋 的 孩子 ， 同时 常能 在 他 身上 看见 皮肤 红疹 。 ”,"“ The clothes wet wet, always see the child sweat sweat one, at the same time can 常能 see rashes on his skin.”",gold,full_gpt-4o-mini,tgt,0.5296574681997299,0.8320443034172058,2,1,3,2,2
f6732c30-fd68-4fb1-b9fe-71d3b6b9a08e,"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"他 explain say, “Using body remote sensing technology 曾经 是绝无可能 的, because cannot 放入 a 超小 物体 into 很深 place.”",gold,full_gpt-4o-mini,tgt,0.5648434609174728,0.8368872702121735,2,2,3,2,3
5f6711ea-2149-4a4b-8741-6ba66262881a,"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill Reviews 表示：“基于所测试的 12 只水瓶，我们发现可重复使用的饮水容器可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”",gold,full_gpt-4o-mini,tgt,0.6784859895706177,0.8234171271324158,3,3,3,3,1
3eb1955f-89df-4460-b4be-941ea7fa4398,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,该 website 说：“根据试验结果，我们建议选用吸管盖式水瓶，因为这种水瓶的细菌流行率较低而且有害细菌数量少。”,gold,full_gpt-4o-mini,tgt,0.6874711513519287,0.821543961763382,2,2,3,3,2
4a81317d-7a52-49e5-9aaf-225c8e68f1be,"""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,当我们从斯普利特附近风光秀丽的特罗吉尔老港口启航时，伊凡在欢迎会上向初来乍到的人宣布：“早餐和晚餐均安排在八点。”,gold,full_gpt-4o-mini,tgt,0.6615192592144012,0.8154148459434509,3,3,3,3,1
6d172801-e34c-41ce-8f6f-da5f27e2123e,"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,"当 we stand by the roadside 等待 the crossing 指示, a Swiss rider asked: ""You all觉得 Ivan 有没有意识到 he is not commanding a group of children?""",gold,full_gpt-4o-mini,tgt,0.5420482307672501,0.8354609906673431,2,2,3,3,3
