generated,src,tgt,id,label
"Dis leh Republican Party president candidate and dat Italian media big shot leh, both famous leh because of their super good personality, skill in attracting media attention, and ability to tell stories on media, leh.","The Republican presidential nominee and the Italian media mogul turned politician are both known for their larger than life personalities, their skills in capturing the attention of the press and shaping narratives in the media.",这位 共和党 总统 候选人 和 那位 意大利 媒体 大亨 出身 的 政治家 均 因 其 超群 的 个性 ， 吸引 媒体 关注 的 技巧 和 在 媒体 上 叙述 故事 的 能力 而 闻名 。,1f7789de-b5c9-4470-9d97-3d9ac2401e2e,
"Cover top got Deng Xiaoping siah, explore body towards front in deploy reform open up strategy plan, show out determination, no-what-to-say-no, great person style lah!","In the upper part of the cover, Comrade Deng Xiaoping is seen leaning forward to make strategic planning for the reform and opening-up campaign, highlighting his determination and last-ditch demeanor as a great man.",封面 正上方 是 邓小平 同志 探身 向前 在 部署 改革开放 的 战略规划 ， 显示 出 意志 坚定 、 义无反顾 的 伟人 风范 。,1b11ddd9-abba-43e1-ac4c-b5a4d766d0bb,
"Scotland Royal Police say lor, ""Ah, we send our criminal justice expert to Tanzania, take action fast and accurate, get approval from relevant department, can board ship to check within 24 hours after receiving intel, lah!""","Sue Patten, head of the Crown Prosecution Service (CPS) International Justice and Organised Crime Division, said: 'Acting quickly and precisely, the CPS criminal justice adviser in Tanzania was able get permission from the Tanzanian authorities to board the boat within 24 hours of receiving the intelligence.",苏格兰 皇家 检察署 国际 司法 与 有 组织 犯罪 部门 主管 苏 · 帕滕 表示 ： “ 检察署 派驻 坦桑尼亚 的 刑事 司法 顾问 采取 了 快速 而 精确 的 行动 ， 获得 坦桑尼亚 有关 部门 的 批准 ， 得以 在 收到 情报 后 的 24 小时 内 登船 检查 。 ”,20ed9b38-2f6f-4fce-a7a4-69ab0bb4ed92,
"The contestant 蔡泽林 is 来自 曲靖, going to participate in the 男子 20 公里 竞走比赛 at the 里约 奥运.","Cai Zelin, an athlete from Qujing, China, will compete for the men's 20 kilometers heel-and-toe walking race at the Rio 2016 Olympics.",来自 曲靖 的 选手 蔡泽林 ， 将 参加 里 约 奥运 男子 20 公里 竞走比赛 。,2a7965a7-8517-4658-a17f-bc4a684c81d1,
所有建筑单位和广大铁路建设者 自从2014年7月开始这个项目，就用科学和创新的方式进行建设，确保项目安全顺利进行。,"All construction units and the vast railway builders have carried out construction in a scientific and innovative manner since the project was commenced in July 2014, ensuring the project to proceed safely and smoothly.",自 2014 年 7 月 开工 建设 以来 ， 各 参建 单位 和 广大 铁路 建设者 科学 组织 施工 ， 大力开展 科技 创新 ， 确保 了 工程 安全 顺利 推进 。,38051fa8-b940-4666-a248-f34b07a8deb2,
Parkhead 的 boss Brendan Rodgers 在找一个有经验的 stopper 来挑战 目前的 number one Craig Gordon.,Parkhead boss Brendan Rodgers is on the look-out for an experienced stopper to challenge current number one Craig Gordon.,凯尔特人 足球 俱乐部 老板 布兰登 · 罗杰斯 正在 物色 经验丰富 的 门将 以 应对 目前 排名 第一 的 奇治 · 哥顿 的 挑战 。,cfab96ca-bd88-4335-bf80-6a7fa7c8e56f,
"Train service finally stop la, 126 years of Orient Express history., last one from Strasbourg to Vienna in December 2009, leh, so celebrated history.","After 126 years on the rails, the last train service operating under the Orient Express name was from Strasbourg to Vienna in December 2009, bringing an end to a celebrated history.",在 铁道 上 运行 了 126 年 之后 ， 以 东方快车 命名 的 最后 一趟 列车 服务 于 2009 年 12 月 从 斯特拉斯堡 驶向 维也纳 ， 自此 终结 了 一端 辉煌 的 历史 。,29c95fcd-7b25-4811-affa-8f4aa76c2ed6,
近年来，好莱坞大片 can say 是电影市场 的主角，通常制作很精良，众星云集，宣传攻势真是铺天盖地，感觉每个人都在讨论，结伴去电影院 看一看。,"Hollywood blockbusters, which are well made, star-studded and hyped, have been featured in the film market in recent years. It seemed that all people are discussing them, and go to cinema to watch them together.",近年来 ， 好莱坞 大片 可以 说 是 电影 市场 当之无愧 的 主角 ， 它们 通常 制作 精良 ， 众星 云集 ， 宣传攻势 铺天盖地 ， 似乎 每个 人 都 在 讨论 ， 结伴 去 电影院 一探 究竟 。,816f8cd1-b2c6-4179-8868-d904681cf706,
"Diving well shut down when athletes arrive for morning warmups, though finally open at 1 pm, just 2.5 hours before 3-meter event.","The diving well was shut down when athletes arrived for morning warmups, though it did finally open at 1 p.m. local time - just 2 1/2 hours before the start of the women's 3-meter event.",当 运动员 抵达 准备 进行 上午 的 热身运动 时 ， 跳水池 却 被 关闭 了 ， 尽管 当地 时间 下午 1 点 再度 启用 ， 此时 距离 女子 3 米板 跳水 比赛 开始 只 剩 两个 半小时 。,d6c765b7-9a1d-4ac9-ab18-313aff718784,
"Nowadays, many heritage sites only take application seriously but treat preservation and protection like a joke, take exploitation seriously but treat management like a joke, turning World Heritage into a cash cow. 

(heritage sites: 文化遗址)","For the time being, many heritage sites have been found ""taking the application seriously but making light of preservation and protection, taking the exploitation seriously but making light of management"", turning the World Heritage into a cash cow.",目前 ， 不少 遗产地 还 存在 “ 重 申报 、 轻 保护 ， 重 开发 、 轻 管理 ” 等 问题 ， 世界遗产 变成 “ 摇钱树 ” 。,b9976d44-446d-4ce2-a327-367bd10a1a3f,
"Headteacher then phone Mr Burnley, say I was barred from school premises, ""lah, I added.","""The headteacher then phoned me and said I was barred from the school premises,"" added Mr Burnley,",麦克白 先生 补充 道 ： “ 校长 然后 给 我 打 了 电话 ， 说 我 被 禁止 进入 学校 的 场所 。 ”,77a741d8-d033-4234-baea-ad732d713db0,
"Ah Beng go Thailand, visit 华欣, many locals and foreigner tourists 观光客 come lah!","As a renowned seashore tourism city in Prachuap Khiri Khan Province, Thailand, Hua Hin attracts tons of domestic and foreign visitors every year.",华欣 是 位于 泰国 班 武里府 的 一个 著名 海滨 旅游 城市 ， 吸引 许多 本国 和 外国 观光客 。,51b8359f-1fe9-4501-9033-b480bfb0568e,
Rain leh these few days make water color already very hard to back to normal ah.,Rain the past couple of days made it even tougher to get the water color back to normal.,过去 几天 下 的 雨 甚至 使 让 池水 颜色 恢复正常 的 工作 变得 更加 困难 。,c69b0e77-219c-4759-ac45-e63ae455224b,
"Lah, lawmakers leh, months already fight over how much kopi money to set aside and how spend ah.",Lawmakers have feuded for months over how much money should be earmarked and how it should be spent.,数月 以来 ， 议员 们 一直 在 争执 应该 拨付 多少 专款 和 专款 应该 如何 专用 。,17bdfb0c-6d3d-4b37-9f71-10cba987116b,
"Pennsylvania 再次在处理州内的 10,200 个过山车 事故后。","Pennsylvania is overhauling the 10,200 roller coasters in the state again after the accident.",事情 发生 后 ， 宾夕法尼亚州 对州 内 1 万 200 个 过山车 重新 检查 。,930645ce-ba31-4b2a-bb02-c5775fba3ba9,
"Scotland's grouse shooting season will 开始 later, 今年的鸟类数量因为冷天气而受到影响。","Scotland's grouse shooting season will begin later, with cold weather hitting bird numbers this year.",由于 气候 寒冷 造成 今年 松鸡 数量 减少 ， 苏格兰 的 松鸡 狩猎 季节 将 延迟 开始 。,c1f680d4-8230-4f89-a205-4798e23812b3,
"This year's 上海 Bookfair 会 highlight topicality, popularity and innovation 通过 focus on ""value"" 和 ""quality"" when organizing 阅读 activities.","This year's Shanghai Bookfair will highlight the topicality, popularity and innovation through a focus on ""value"" and ""quality"" when organizing reading activities.",本届 书展 在 阅读 活动 的 组织 安排 上 围绕 “ 价值 ” 和 “ 品质 ” ， 突显 主题性 、 大众性 和 创新性 。,7c49b287-464a-42bd-9084-e32976440283,
"The org's boss Harry la, ""Maintaining rich supply of game bird for shoot very tiring, involve some kpkb practices, extremely kontroversi.""","The organisation's director Harry Huyton said: ""The effort which goes into maintaining a rich supply of game birds for shooting is huge and invariably involves some extremely controversial practices.""",该 组织 的 主任 哈利 · 海顿 表示 ： “ 在 猎场 内 维持 丰富 的 鸟禽 以供 狩猎 ， 这 需要 做 大量 工作 ， 而且 总是 涉及 一些 极具 争议性 的 做法 。 ”,c0469579-a244-4b26-ae94-676fb12f65ac,
"So, despite ""nuclear out at sea"" will face waves of criticism in a certain period, but under huge win-win potential, trend of mutual benefit and cooperation won't change lor.","Therefore, although ""Nuclear Power Going Global"" will experience trials and tribulations in a given period, the trend of mutually beneficial cooperation between the parties will not be changed in the context of huge win-win potential.",因此 ， 尽管 “ 核电 出海 ” 会 在 一定 时期 内 受到 风浪 考验 ， 但 在 巨大 共赢 潜力 下 ， 各方 互利 合作 的 趋势 不会 改变 。,3e78d2e1-5355-49de-9e38-778583c029f5,
数月 以来，议员 们 一直 在 争执 应该 拨付 多少 专款 和 专款 应该 如何 专用。,Lawmakers have feuded for months over how much money should be earmarked and how it should be spent.,数月 以来 ， 议员 们 一直 在 争执 应该 拨付 多少 专款 和 专款 应该 如何 专用 。,59b84b5f-8a3c-4482-bcca-09435a2ef20d,
"Friedman shouted: ""终于, 他要做到了!""","Friedman shouted: ""Finally, he's going to do it!""",弗里德曼 喊道 ： “ 最后 ， 他 就要 赢 了 ！ ”,88c9de6f-7e96-4c96-b335-5ab5308fbd4e,
"Except for 刺戳 伤口 之外, Ah Pek got hit by 钝器 and also get hurt by 外伤 lah.","In addition to the stab wounds, Mr Bryden suffered blunt force trauma during the assault.",除了 刺戳 伤口 之外 ， 布 莱登 先生 在 遇袭 过程 中 还 遭受 了 钝器 外伤 。,7c782e09-c93d-4545-bd71-803a1de6349f,
"交流 了 1 个小时 still cannot get any useful线索, 不得已工作人员只能把阿婆送去辖区红岛边防派出所, 希望可以通过警方的力量帮老人找到家人。","Since the worker could not get any valuable clues after one-hour communication, he had to escort the old lay to the nearby Hongdao Border Police Substation and hoped that the police will help the old lady find her family members.",交流 了 1 个 小时 以后 仍 得不到 有用 线索 ， 不得已 工作人员 只能 将 阿婆 送 至 辖区 红岛 边防 派出所 ， 希望 通过 警方 的 力量 帮助 老人 找到 家人 。,ad22d603-1134-4ccd-953a-0eb0a834ff6c,
"Earlier article lah, mistake lah, say Russia grab Crimea from Ukraine in wrong year, leh? (俄罗斯抓 Crimea从乌克兰在错误的年份， leh?)",An earlier version of this article misstated the year that Russia annexed Crimea from Ukraine.,本文 稍 早前 的 一个 版本 写错 了 俄罗斯 侵入 乌克兰 吞并 克里米亚 的 年份 。,f49a3dea-4ad1-45dd-bafe-f40ef724ca42,
很明显，如果单纯用经济眼光来看待遗产，把遗产当作 “金饭碗”，那么再好的遗产也会前途渺茫。,"Obviously, if the application for World Heritage is viewed from the economic perspective, a heritage will be taken as a ""golden bowl"", while its future will look grim no matter how good it is now.",很 明显 ， 如果 单纯 用 经济 眼光 看待 申遗 ， 把 遗产 当作 “ 金饭碗 ” ， 那么 再 好 的 遗产 也 是 前途渺茫 。,ed06fa69-f8c9-4b42-afe0-0d27511733e9,
"Got a bit sian leh, but dis make me more kiasu, and I wanna win more awards, hope next time I can get closer to it leh!",It was a bit gutting but it will make me tough in the long run and it just makes me more hungry for a medal so hopefully next time I'll get closer.,有点 令人 沮丧 ， 但 这会 使 我 今后 更加 坚强 ， 而且 这令 我 更加 渴望 获得 奖牌 ， 希望 下次 我离 奖牌 更近 一些 。,cc54c13a-9f45-4663-8145-5aa54a7bdfa8,
"US and Japan strengthen tie with Philippines lor. In 2014, US and Philippines sign new military agreement, again allow American troops station in Philippines 25 years later, report say. Japan help strengthen cooperation, in fact, troops permitted station in Philippines 25 years later, agreement sign, US and Philippines cooperation strengthen, report say.","The US and Japan have been strengthening their cooperation with the Philippines. In 2014, the US and the Philippines signed a new military agreement, which, in fact, again permitted the American troops to station in the Philippines 25 years later, the report said.",报道 称 ， 美国 和 日本 一直 不断加强 与 菲律宾 的 合作 ， 美菲 2014 年 签订 了 新 军事 协定 ， 时隔 25 年 再次 允许 美军 事实上 在 菲律宾 国内 的 基地 驻扎 。,f8916803-ecaf-4436-a7a6-1f5f329688d0,
"Ah beng Ah beng, Isa mum Sarah also say, Xi Jinping leh propose dat Silk Road economic belt build one bridge linkin' cross-cultural chat, is bridge linkin' different cultures understand each other, leh.","Meanwhile, Issam Sharaf said that the Silk Road Economic Belt proposed by Chinese President Xi Jinping has built a bridge not only for cross-cultural dialogue but also for various civilizations to learn about each other.",伊萨 姆 · 沙 拉夫 同时 表示 ， 中国 国家 主席 习近平 提出 的 丝绸之路 经济带 搭建 了 一座 跨文化 对话 的 桥梁 ， 是 各个 文明 之间 互相 了解 的 桥梁 。,5776670a-feec-4036-9c83-cd6796f14b33,
"""没有 excuses,"" 他写。","""No excuses,"" he wrote.",“ 没有 任何借口 ， ” 他 这样 写道 。,95be1561-fcec-4f69-9fc0-1f6fe32a4636,
"Is lor, dat removal of Wormhole is dis brand-new layout of virtual reality recreation places, leh. This new store still keep ah, most popular amusement facilities of Wormhole, you know.",It is known that this removal is the brand-new layout of virtual reality recreation places conducted by Wormhole. The new store still retains the most popular amusement facilities of Wormhole.,据悉 ， 此次 迁址 是 虫 洞 对 虚拟现实 游乐场 所 的 全新 布局 ， 新 店址 依然 保留 了 虫 洞 最 受欢迎 的 娱乐 设施 。,ce12db74-5f86-4cd9-ac4c-fb0a7d2d1c2c,
"In video leh, this ah-ma makeup artist show lar is her normal hair, lady self leh.","The talented make-up artist begins her video as her regular blonde, female self.",在 视频 的 开始 ， 这位 天才 化妆师 展现 的 是 其 常规 的 金发 、 女性 的 自我 。,d0a4063d-675f-4f5b-a708-a4a2eff6338c,
"Croushore 说 the ride, known as Rollo Coaster, 会 closed pending 一个 investigation.","Croushore said the ride, known as Rollo Coaster, would be closed pending an investigation.",克劳 肖 表示 ， 该 名为 “ 罗洛 过山车 ” 的 游乐 器械 将 被 关闭 等待 调查 。,26e32f2c-f2ad-4ed4-a5dc-c0db143c5d12,
"During this summer vacation, more than 800 党 members and cadres 收到 notice to reiterate discipline requirements from the county-level discipline inspection bureau.","During this summer vacation, more than 800 Party members and cadres at the rank of section chief in Pucheng County received notice to reiterate discipline requirements from the county-level discipline inspection bureau.",今年 暑假 期间 ， 浦城县 800 余名 科级 以上 党员干部 都 收到 了 县 纪委 监察局 下发 的 纪律 重申 要求 。,c5a500dc-aae5-4c1f-b4fa-887d265f8ca2,
Thailand 军政府 head 周五 call 国民 to 保持耐心 while 调查人员 判定 this week 泰国 series 致命 bomb 爆炸案 的幕后元凶。,The head of the Thai junta urged his countrymen on Friday to have patience while investigators determine who was behind a wave of deadly bombings in Thailand this week.,泰国 军政府 首脑 周五 敦促 国民 在 调查 人员 判定 本周 泰国 系列 致命 炸弹 爆炸案 幕后 元凶 的 期间 保持 耐心 。,5f79b3b4-2cf0-48e1-bb8f-07553446c4f7,
"No need to doubt lah, 好莱坞大片的制作成本 每年都在不断攀升, 增幅远超过通货膨胀率。","Undoubtedly, the production costs of Hollywood blockbusters have been surging year by year, and the growth is even far beyond that of the inflation rate.",毋庸置疑 ， 好莱坞 大片 的 制作 成本 每年 都 在 不断 攀升 ， 增幅 远超过 通货膨胀率 。,1c9ecbe7-c8c0-436b-b4eb-697b4d588060,
